query_shape,phase,driver_a,driver_b,median_a,median_b,p_value,cliffs_delta
collection 1 range filter,build,mongo,neo4j,26.0,11.0,2.0331926335326322e-253,0.5179275665552515
collection 1 range filter,build,mongo,postgres,26.0,34.0,7.238249876623001e-104,-0.33014261129619377
collection 1 range filter,build,neo4j,postgres,11.0,34.0,0.0,-0.6782565164341648
collection 3 range filter,build,mongo,neo4j,26.0,11.0,0.0,0.675223733274841
collection 3 range filter,build,mongo,postgres,26.0,40.0,3.482747368290443e-219,-0.4810444103838117
collection 3 range filter,build,neo4j,postgres,11.0,40.0,0.0,-0.8319396390403349
collection all,build,mongo,neo4j,63.0,21.0,7.109013843548024e-296,0.999846152331346
collection all,build,mongo,postgres,63.0,58.0,7.549152457800171e-15,0.21204994387908743
collection all,build,neo4j,postgres,21.0,58.0,3.627089062568667e-263,-0.9374861428419946
collection equality,build,mongo,neo4j,45.0,8.0,0.0,0.8567538010702455
collection equality,build,mongo,postgres,45.0,30.0,2.8859224379851958e-279,0.5434218824547475
collection equality,build,neo4j,postgres,8.0,30.0,0.0,-0.656196279466737
collection get by id,build,mongo,neo4j,15.0,7.0,4.595197040649403e-179,0.43038577852799886
collection get by id,build,mongo,postgres,15.0,24.0,0.0,-0.6192137071840038
collection get by id,build,neo4j,postgres,7.0,24.0,0.0,-0.7291052347022858
collection id in list,build,mongo,neo4j,23.0,10.0,3.571238414856083e-302,0.5710194019747485
collection id in list,build,mongo,postgres,23.0,31.0,5.430959833956561e-244,-0.5127947087515518
collection id in list,build,neo4j,postgres,10.0,31.0,0.0,-0.7727831568444054
connection all,build,mongo,neo4j,1313.0,11.0,1.1811238407341292e-263,1.0
connection all,build,mongo,postgres,1313.0,66.0,4.515180812844519e-283,1.0
connection all,build,neo4j,postgres,11.0,66.0,9.266680322179117e-281,-1.0
connection equality,build,mongo,neo4j,587.0,11.0,0.0,1.0
connection equality,build,mongo,postgres,587.0,42.0,0.0,1.0
connection equality,build,neo4j,postgres,11.0,42.0,0.0,-1.0
connection filter near node and edge,build,mongo,neo4j,231.0,14.0,0.0,1.0
