query_shape,phase,driver_a,driver_b,median_a,median_b,p_value,cliffs_delta
collection 1 range filter,total,mongo,neo4j,2350.5,3482.0,3.7160596401627925e-55,-0.23578140236823775
collection 1 range filter,total,mongo,postgres,2350.5,640.0,0.0,0.8009031360026202
collection 1 range filter,total,neo4j,postgres,3482.0,640.0,0.0,0.9996360267354907
collection 3 range filter,total,mongo,neo4j,2301.0,2922.5,1.0591080026143343e-33,-0.182329261473083
collection 3 range filter,total,mongo,postgres,2301.0,662.0,0.0,0.7838397648201355
collection 3 range filter,total,neo4j,postgres,2922.5,662.0,0.0,0.9989254132784873
collection all,total,mongo,neo4j,1205.0,4689.0,2.787657436606084e-299,-1.0
collection all,total,mongo,postgres,1205.0,724.0,6.810913728319858e-248,0.904727415761036
collection all,total,neo4j,postgres,4689.0,724.0,4.771899425946207e-301,1.0
collection equality,total,mongo,neo4j,2531.5,2940.5,5.511699332782987e-15,-0.11793041793657696
collection equality,total,mongo,postgres,2531.5,775.5,0.0,0.8032355218456929
collection equality,total,neo4j,postgres,2940.5,775.5,0.0,0.9966582596833564
collection get by id,total,mongo,neo4j,543.0,1511.0,0.0,-0.9772243199607458
collection get by id,total,mongo,postgres,543.0,397.0,0.0,0.6230763469281141
collection get by id,total,neo4j,postgres,1511.0,397.0,0.0,0.999936916256739
collection id in list,total,mongo,neo4j,888.0,1830.5,0.0,-0.9889065566106561
collection id in list,total,mongo,postgres,888.0,608.0,0.0,0.7969593616058789
collection id in list,total,neo4j,postgres,1830.5,608.0,0.0,0.9999847827854886
connection all,total,mongo,neo4j,2564.0,2866.0,8.262724141428022e-77,-0.5016682798381619
connection all,total,mongo,postgres,2564.0,1268.0,2.86157094486727e-299,1.0
connection all,total,neo4j,postgres,2866.0,1268.0,5.25921449537984e-297,1.0
connection equality,total,mongo,neo4j,3276.5,2635.5,4.3394691874431415e-10,0.09383303648376903
connection equality,total,mongo,postgres,3276.5,1585.0,4.5457330949330235e-98,0.31597989083596667
connection equality,total,neo4j,postgres,2635.5,1585.0,4.564253381875686e-203,0.4571310542947429
connection filter near node and edge,total,mongo,neo4j,3950.5,3938.5,0.0001310894643982543,-0.05749692617064062
connection filter near node and edge,total,mongo,postgres,3950.5,1536.0,1.2828553105675875e-291,0.5487347046686323
connection filter near node and edge,total,neo4j,postgres,3938.5,1536.0,0.0,0.7173210108568834
connection filter on edge property,total,mongo,neo4j,4040.0,3561.5,0.2463342190385388,0.017429244469979892
connection filter on edge property,total,mongo,postgres,4040.0,1440.0,0.0,0.5765967205200269
connection filter on edge property,total,neo4j,postgres,3561.5,1440.0,0.0,0.7235128253760252
