driver,query_shape,phase,n,mean,median,std,cv,min,p90,p95,p99,max
mongo,collection collect 1 filter,build,1830.0,33.491256830601095,33.0,6.264943212436305,0.1870620515713821,21.0,42.0,45.0,49.710000000000036,50.0
neo4j,collection collect 1 filter,build,1942.0,1916.3867147270855,1985.5,655.4869777812709,0.34204316526720413,771.0,2819.9,3027.7999999999993,3341.669999999999,3874.0
postgres,collection collect 1 filter,build,1873.0,71.68980245595301,71.0,14.933126844864129,0.20830196671331605,44.0,92.0,100.0,110.27999999999997,115.0
mongo,collection collect 1 filter,exec,1949.0,2400.681888147768,2928.0,1565.1530087653912,0.6519618515441776,654.0,4164.0,4459.0,4912.639999999999,7598.0
neo4j,collection collect 1 filter,exec,1923.0,3223.835673426937,3195.0,506.29630764058567,0.15704780234731777,1884.0,3922.0,4127.599999999999,4466.24,4629.0
postgres,collection collect 1 filter,exec,1922.0,681.0874089490114,650.0,283.5686921777372,0.4163469893171467,298.0,1129.0,1248.8999999999996,1384.58,1493.0
mongo,collection collect 2 filter,build,1778.0,27.231158605174354,24.0,8.136012948868094,0.29877586432632075,15.0,39.0,44.0,52.0,56.0
neo4j,collection collect 2 filter,build,1946.0,1553.882322713258,1673.0,635.0736645537413,0.40870126088108744,392.0,2397.0,2602.75,3001.55,3652.0
postgres,collection collect 2 filter,build,1921.0,53.11192087454451,51.0,17.043891516524894,0.3209051986047391,25.0,76.0,81.0,95.0,109.0
mongo,collection collect 2 filter,exec,1949.0,2420.58286300667,1670.0,1603.9800894157345,0.662642090848891,633.0,4278.2,4449.4,4864.44,6670.0
neo4j,collection collect 2 filter,exec,1933.0,2657.9208484221417,2671.0,534.5360901973818,0.20111061264849397,1501.0,3365.8,3571.3999999999996,3964.720000000002,4220.0
postgres,collection collect 2 filter,exec,1842.0,611.5716612377851,588.0,233.6768348381741,0.38209231991754805,292.0,1007.9000000000001,1129.0,1217.0,1241.0
mongo,collection collect 3 filter,build,1752.0,21.84246575342466,22.0,4.081866443834585,0.18687754807144852,13.0,27.0,29.0,33.0,34.0
neo4j,collection collect 3 filter,build,1945.0,1605.5886889460155,1685.0,754.8407821894339,0.4701333457231485,363.0,2611.2000000000003,2764.8,3153.12,3609.0
postgres,collection collect 3 filter,build,1895.0,45.31240105540897,42.0,14.616589831330664,0.32257372134081325,23.0,67.0,74.0,85.0,88.0
mongo,collection collect 3 filter,exec,1950.0,2479.2241025641024,3405.5,1698.9389631008876,0.6852704284956669,651.0,4507.200000000001,4944.0,5243.55,6413.0
