driver,query_shape,phase,n,mean,median,std,cv,min,p90,p95,p99,max
mongo,collection 1 range filter,build,2806.0,24.037419814682824,24.0,4.658577312204009,0.19380521487411892,13.0,31.0,33.0,36.0,36.0
neo4j,collection 1 range filter,build,2920.0,15.16609589041096,11.0,8.553610303657843,0.5639955309174868,3.0,27.0,31.0,39.0,43.0
postgres,collection 1 range filter,build,2877.0,38.43760862009037,36.0,17.53823610209353,0.4562780238343635,13.0,66.0,75.0,82.0,85.0
mongo,collection 1 range filter,exec,2946.0,3340.415478615071,1875.0,2779.0853563378123,0.8319579926895845,647.0,7344.5,7588.25,8357.2,11242.0
neo4j,collection 1 range filter,exec,2921.0,2965.9243409791166,2707.0,821.5788576112169,0.2770060066131005,1609.0,4053.0,4374.0,4907.8,5768.0
postgres,collection 1 range filter,exec,2897.0,809.6358301691405,604.0,421.761395815556,0.5209272861941474,300.0,1521.4,1674.1999999999998,1871.08,1979.0
mongo,collection 1 range filter,total,2946.0,3366.1395112016294,1897.0,2777.9057537639524,0.8252497392100983,667.0,7367.0,7612.0,8380.300000000001,11263.0
neo4j,collection 1 range filter,total,2921.0,2982.072920232797,2731.0,819.5955370415049,0.27484087712299227,1614.0,4065.0,4382.0,4915.6,5781.0
postgres,collection 1 range filter,total,2893.0,850.0369858278603,661.0,416.74811833578383,0.49027057090922727,336.0,1553.0,1704.0,1895.7199999999993,2003.0
mongo,collection 3 range filter,build,2912.0,20.12809065934066,18.0,6.3210570047409895,0.31404156070847355,6.0,30.0,32.0,37.0,40.0
neo4j,collection 3 range filter,build,2918.0,14.900959561343386,11.0,8.304464670499126,0.5573107313198051,3.0,28.0,32.0,37.0,41.0
postgres,collection 3 range filter,build,2911.0,42.91824115424253,40.0,20.61459914899592,0.4803225527092258,17.0,76.0,84.0,95.0,100.0
mongo,collection 3 range filter,exec,2950.0,3369.641355932203,1887.5,2807.629604751181,0.8332131844857588,578.0,7458.1,7643.0,8311.609999999997,9619.0
neo4j,collection 3 range filter,exec,2936.0,2791.5698228882834,2390.0,977.0626193206347,0.35000472182699044,1513.0,4133.5,4422.0,5115.25,6396.0
postgres,collection 3 range filter,exec,2858.0,760.2557732680195,556.5,413.4281253750789,0.5438013625308301,276.0,1459.3000000000002,1630.15,1803.0099999999989,1921.0
mongo,collection 3 range filter,total,2950.0,3390.653220338983,1906.0,2804.581927213241,0.8271509189998649,593.0,7478.2,7659.549999999999,8329.669999999996,9639.0
neo4j,collection 3 range filter,total,2936.0,2807.3463896457765,2413.5,974.8414474186864,0.3472465852500978,1534.0,4145.0,4431.0,5127.6,6404.0
postgres,collection 3 range filter,total,2849.0,802.2923832923833,612.0,404.1943329560562,0.5037992898516073,325.0,1491.0,1655.0,1828.0,1914.0
mongo,collection all,build,896.0,66.63058035714286,65.0,10.146564054935533,0.15228088965381212,51.0,82.0,88.0,94.0,96.0
neo4j,collection all,build,910.0,21.11758241758242,19.0,6.240717523247711,0.2955223472006773,13.0,30.0,34.0,39.90999999999997,41.0
postgres,collection all,build,898.0,58.842984409799556,56.0,20.822412588356727,0.3538639788108541,32.0,91.0,104.0,114.02999999999997,117.0
mongo,collection all,exec,911.0,1502.7343578485181,1462.0,298.7978215247082,0.19883608833732958,994.0,1943.0,2078.5,2267.8999999999996,2348.0
neo4j,collection all,exec,894.0,4339.564876957495,4260.5,761.072160082299,0.17537983223237189,2915.0,5370.1,5785.099999999999,6350.349999999999,6591.0
