run_id;query_shape;driver;collection_size;depth;filter_count;phase;iteration;duration
6;collection get one by id;postgres;10000;1;1;build;0;8734
6;collection get one by id;postgres;10000;1;1;exec;0;34876
6;collection get one by id;postgres;10000;1;1;total;0;43611
6;collection get one by id;mongo;10000;1;1;build;0;641
6;collection get one by id;mongo;10000;1;1;exec;0;6069
6;collection get one by id;mongo;10000;1;1;total;0;6710
6;collection get one by id;neo4j;10000;1;1;build;0;292
6;collection get one by id;neo4j;10000;1;1;exec;0;29676
6;collection get one by id;neo4j;10000;1;1;total;0;29969
6;collection get one by id;postgres;10000;1;1;build;1;78
6;collection get one by id;postgres;10000;1;1;exec;1;649
6;collection get one by id;postgres;10000;1;1;total;1;727
6;collection get one by id;mongo;10000;1;1;build;1;56
6;collection get one by id;mongo;10000;1;1;exec;1;1232
6;collection get one by id;mongo;10000;1;1;total;1;1288
6;collection get one by id;neo4j;10000;1;1;build;1;45
6;collection get one by id;neo4j;10000;1;1;exec;1;1561
6;collection get one by id;neo4j;10000;1;1;total;1;1607
6;collection get one by id;postgres;10000;1;1;build;2;91
6;collection get one by id;postgres;10000;1;1;exec;2;639
6;collection get one by id;postgres;10000;1;1;total;2;731
6;collection get one by id;mongo;10000;1;1;build;2;51
6;collection get one by id;mongo;10000;1;1;exec;2;853
6;collection get one by id;mongo;10000;1;1;total;2;904
6;collection get one by id;neo4j;10000;1;1;build;2;44
6;collection get one by id;neo4j;10000;1;1;exec;2;1748
6;collection get one by id;neo4j;10000;1;1;total;2;1793
6;collection get one by id;postgres;10000;1;1;build;3;66
6;collection get one by id;postgres;10000;1;1;exec;3;507
6;collection get one by id;postgres;10000;1;1;total;3;573
6;collection get one by id;mongo;10000;1;1;build;3;35
6;collection get one by id;mongo;10000;1;1;exec;3;927
6;collection get one by id;mongo;10000;1;1;total;3;962
6;collection get one by id;neo4j;10000;1;1;build;3;45
6;collection get one by id;neo4j;10000;1;1;exec;3;1643
6;collection get one by id;neo4j;10000;1;1;total;3;1688
6;collection get one by id;postgres;10000;1;1;build;4;82
6;collection get one by id;postgres;10000;1;1;exec;4;513
6;collection get one by id;postgres;10000;1;1;total;4;596
6;collection get one by id;mongo;10000;1;1;build;4;47
6;collection get one by id;mongo;10000;1;1;exec;4;906
6;collection get one by id;mongo;10000;1;1;total;4;953
6;collection get one by id;neo4j;10000;1;1;build;4;75
6;collection get one by id;neo4j;10000;1;1;exec;4;1769
6;collection get one by id;neo4j;10000;1;1;total;4;1844
6;collection get one by id;postgres;10000;1;1;build;5;72
6;collection get one by id;postgres;10000;1;1;exec;5;489
6;collection get one by id;postgres;10000;1;1;total;5;561
6;collection get one by id;mongo;10000;1;1;build;5;52
6;collection get one by id;mongo;10000;1;1;exec;5;854
6;collection get one by id;mongo;10000;1;1;total;5;907
6;collection get one by id;neo4j;10000;1;1;build;5;40
6;collection get one by id;neo4j;10000;1;1;exec;5;1580
6;collection get one by id;neo4j;10000;1;1;total;5;1621
6;collection get one by id;postgres;10000;1;1;build;6;74
6;collection get one by id;postgres;10000;1;1;exec;6;537
6;collection get one by id;postgres;10000;1;1;total;6;612
6;collection get one by id;mongo;10000;1;1;build;6;54
6;collection get one by id;mongo;10000;1;1;exec;6;877
6;collection get one by id;mongo;10000;1;1;total;6;931
6;collection get one by id;neo4j;10000;1;1;build;6;43
6;collection get one by id;neo4j;10000;1;1;exec;6;1348
6;collection get one by id;neo4j;10000;1;1;total;6;1391
6;collection get one by id;postgres;10000;1;1;build;7;69
6;collection get one by id;postgres;10000;1;1;exec;7;517
6;collection get one by id;postgres;10000;1;1;total;7;587
6;collection get one by id;mongo;10000;1;1;build;7;41
6;collection get one by id;mongo;10000;1;1;exec;7;962
6;collection get one by id;mongo;10000;1;1;total;7;1004
6;collection get one by id;neo4j;10000;1;1;build;7;58
6;collection get one by id;neo4j;10000;1;1;exec;7;1763
6;collection get one by id;neo4j;10000;1;1;total;7;1821
6;collection get one by id;postgres;10000;1;1;build;8;72
6;collection get one by id;postgres;10000;1;1;exec;8;757
6;collection get one by id;postgres;10000;1;1;total;8;829
6;collection get one by id;mongo;10000;1;1;build;8;39
6;collection get one by id;mongo;10000;1;1;exec;8;838
6;collection get one by id;mongo;10000;1;1;total;8;877
6;collection get one by id;neo4j;10000;1;1;build;8;62
6;collection get one by id;neo4j;10000;1;1;exec;8;1307
6;collection get one by id;neo4j;10000;1;1;total;8;1370
6;collection get one by id;postgres;10000;1;1;build;9;172
6;collection get one by id;postgres;10000;1;1;exec;9;791
6;collection get one by id;postgres;10000;1;1;total;9;963
6;collection get one by id;mongo;10000;1;1;build;9;44
6;collection get one by id;mongo;10000;1;1;exec;9;790
6;collection get one by id;mongo;10000;1;1;total;9;834
6;collection get one by id;neo4j;10000;1;1;build;9;38
6;collection get one by id;neo4j;10000;1;1;exec;9;1776
6;collection get one by id;neo4j;10000;1;1;total;9;1814
6;collection get one by id;postgres;10000;1;1;build;10;89
6;collection get one by id;postgres;10000;1;1;exec;10;723
6;collection get one by id;postgres;10000;1;1;total;10;813
6;collection get one by id;mongo;10000;1;1;build;10;44
6;collection get one by id;mongo;10000;1;1;exec;10;944
6;collection get one by id;mongo;10000;1;1;total;10;989
6;collection get one by id;neo4j;10000;1;1;build;10;53
6;collection get one by id;neo4j;10000;1;1;exec;10;5603
6;collection get one by id;neo4j;10000;1;1;total;10;5657
6;collection get one by id;postgres;10000;1;1;build;11;113
6;collection get one by id;postgres;10000;1;1;exec;11;734
6;collection get one by id;postgres;10000;1;1;total;11;848
6;collection get one by id;mongo;10000;1;1;build;11;34
6;collection get one by id;mongo;10000;1;1;exec;11;811
6;collection get one by id;mongo;10000;1;1;total;11;846
6;collection get one by id;neo4j;10000;1;1;build;11;40
6;collection get one by id;neo4j;10000;1;1;exec;11;1551
6;collection get one by id;neo4j;10000;1;1;total;11;1592
6;collection get one by id;postgres;10000;1;1;build;12;70
6;collection get one by id;postgres;10000;1;1;exec;12;657
6;collection get one by id;postgres;10000;1;1;total;12;727
6;collection get one by id;mongo;10000;1;1;build;12;36
6;collection get one by id;mongo;10000;1;1;exec;12;840
6;collection get one by id;mongo;10000;1;1;total;12;877
6;collection get one by id;neo4j;10000;1;1;build;12;39
6;collection get one by id;neo4j;10000;1;1;exec;12;1580
6;collection get one by id;neo4j;10000;1;1;total;12;1620
6;collection get one by id;postgres;10000;1;1;build;13;65
6;collection get one by id;postgres;10000;1;1;exec;13;625
6;collection get one by id;postgres;10000;1;1;total;13;691
6;collection get one by id;mongo;10000;1;1;build;13;40
6;collection get one by id;mongo;10000;1;1;exec;13;794
6;collection get one by id;mongo;10000;1;1;total;13;835
6;collection get one by id;neo4j;10000;1;1;build;13;45
6;collection get one by id;neo4j;10000;1;1;exec;13;1314
6;collection get one by id;neo4j;10000;1;1;total;13;1360
6;collection get one by id;postgres;10000;1;1;build;14;85
6;collection get one by id;postgres;10000;1;1;exec;14;730
6;collection get one by id;postgres;10000;1;1;total;14;815
6;collection get one by id;mongo;10000;1;1;build;14;39
6;collection get one by id;mongo;10000;1;1;exec;14;934
6;collection get one by id;mongo;10000;1;1;total;14;973
6;collection get one by id;neo4j;10000;1;1;build;14;41
6;collection get one by id;neo4j;10000;1;1;exec;14;1891
6;collection get one by id;neo4j;10000;1;1;total;14;1933
6;collection get one by id;postgres;10000;1;1;build;15;110
6;collection get one by id;postgres;10000;1;1;exec;15;690
6;collection get one by id;postgres;10000;1;1;total;15;801
6;collection get one by id;mongo;10000;1;1;build;15;50
6;collection get one by id;mongo;10000;1;1;exec;15;829
6;collection get one by id;mongo;10000;1;1;total;15;879
