run_id;query_shape;driver;collection_size;depth;filter_count;phase;iteration;duration
1;collection collect all;postgres;100;1;0;build;0;14588
1;collection collect all;postgres;100;1;0;exec;0;2611
1;collection collect all;mongo;100;1;0;build;0;12637
1;collection collect all;mongo;100;1;0;exec;0;9884
1;collection collect all;neo4j;100;1;0;build;0;23684
1;collection collect all;neo4j;100;1;0;exec;0;119864
1;collection collect all;postgres;100;1;0;build;1;1538
1;collection collect all;postgres;100;1;0;exec;1;745
1;collection collect all;mongo;100;1;0;build;1;1892
1;collection collect all;mongo;100;1;0;exec;1;4038
1;collection collect all;neo4j;100;1;0;build;1;12935
1;collection collect all;neo4j;100;1;0;exec;1;16202
1;collection collect all;postgres;100;1;0;build;2;1001
1;collection collect all;postgres;100;1;0;exec;2;790
1;collection collect all;mongo;100;1;0;build;2;1455
1;collection collect all;mongo;100;1;0;exec;2;4157
1;collection collect all;neo4j;100;1;0;build;2;10707
1;collection collect all;neo4j;100;1;0;exec;2;14836
1;collection collect all;postgres;100;1;0;build;3;666
1;collection collect all;postgres;100;1;0;exec;3;798
1;collection collect all;mongo;100;1;0;build;3;1193
1;collection collect all;mongo;100;1;0;exec;3;2945
1;collection collect all;neo4j;100;1;0;build;3;8832
1;collection collect all;neo4j;100;1;0;exec;3;13011
1;collection collect all;postgres;100;1;0;build;4;908
1;collection collect all;postgres;100;1;0;exec;4;854
1;collection collect all;mongo;100;1;0;build;4;1373
1;collection collect all;mongo;100;1;0;exec;4;3214
1;collection collect all;neo4j;100;1;0;build;4;9515
1;collection collect all;neo4j;100;1;0;exec;4;13290
1;collection collect all;postgres;100;1;0;build;5;718
1;collection collect all;postgres;100;1;0;exec;5;556
1;collection collect all;mongo;100;1;0;build;5;1263
1;collection collect all;mongo;100;1;0;exec;5;3131
1;collection collect all;neo4j;100;1;0;build;5;8506
1;collection collect all;neo4j;100;1;0;exec;5;12029
1;collection collect all;postgres;100;1;0;build;6;563
1;collection collect all;postgres;100;1;0;exec;6;601
1;collection collect all;mongo;100;1;0;build;6;898
1;collection collect all;mongo;100;1;0;exec;6;2813
1;collection collect all;neo4j;100;1;0;build;6;9473
1;collection collect all;neo4j;100;1;0;exec;6;16116
1;collection collect all;postgres;100;1;0;build;7;612
1;collection collect all;postgres;100;1;0;exec;7;953
1;collection collect all;mongo;100;1;0;build;7;1354
1;collection collect all;mongo;100;1;0;exec;7;4128
1;collection collect all;neo4j;100;1;0;build;7;7648
1;collection collect all;neo4j;100;1;0;exec;7;12407
1;collection collect all;postgres;100;1;0;build;8;563
1;collection collect all;postgres;100;1;0;exec;8;875
1;collection collect all;mongo;100;1;0;build;8;707
1;collection collect all;mongo;100;1;0;exec;8;3484
1;collection collect all;neo4j;100;1;0;build;8;7161
1;collection collect all;neo4j;100;1;0;exec;8;11650
1;collection collect all;postgres;100;1;0;build;9;678
1;collection collect all;postgres;100;1;0;exec;9;1062
1;collection collect all;mongo;100;1;0;build;9;479
1;collection collect all;mongo;100;1;0;exec;9;3251
1;collection collect all;neo4j;100;1;0;build;9;8058
1;collection collect all;neo4j;100;1;0;exec;9;12169
1;collection collect all;postgres;100;1;0;build;10;432
1;collection collect all;postgres;100;1;0;exec;10;749
1;collection collect all;mongo;100;1;0;build;10;475
1;collection collect all;mongo;100;1;0;exec;10;3039
1;collection collect all;neo4j;100;1;0;build;10;7425
1;collection collect all;neo4j;100;1;0;exec;10;19176
1;collection collect all;postgres;100;1;0;build;11;472
1;collection collect all;postgres;100;1;0;exec;11;653
1;collection collect all;mongo;100;1;0;build;11;474
1;collection collect all;mongo;100;1;0;exec;11;2908
