run_id;query_shape;driver;collection_size;depth;filter_count;phase;iteration;duration
2;collection collect all;postgres;100;1;0;build;0;10925
2;collection collect all;postgres;100;1;0;exec;0;7287
2;collection collect all;mongo;100;1;0;build;0;13767
2;collection collect all;mongo;100;1;0;exec;0;9431
2;collection collect all;neo4j;100;1;0;build;0;26930
2;collection collect all;neo4j;100;1;0;exec;0;139582
2;collection collect all;postgres;100;1;0;build;1;316
2;collection collect all;postgres;100;1;0;exec;1;2009
2;collection collect all;mongo;100;1;0;build;1;1639
2;collection collect all;mongo;100;1;0;exec;1;4005
2;collection collect all;neo4j;100;1;0;build;1;12936
2;collection collect all;neo4j;100;1;0;exec;1;17012
2;collection collect all;postgres;100;1;0;build;2;173
2;collection collect all;postgres;100;1;0;exec;2;1464
2;collection collect all;mongo;100;1;0;build;2;1575
2;collection collect all;mongo;100;1;0;exec;2;4133
2;collection collect all;neo4j;100;1;0;build;2;10443
2;collection collect all;neo4j;100;1;0;exec;2;14918
2;collection collect all;postgres;100;1;0;build;3;259
2;collection collect all;postgres;100;1;0;exec;3;1526
2;collection collect all;mongo;100;1;0;build;3;1287
2;collection collect all;mongo;100;1;0;exec;3;3544
2;collection collect all;neo4j;100;1;0;build;3;9943
2;collection collect all;neo4j;100;1;0;exec;3;14078
2;collection collect all;postgres;100;1;0;build;4;156
2;collection collect all;postgres;100;1;0;exec;4;1320
2;collection collect all;mongo;100;1;0;build;4;1392
2;collection collect all;mongo;100;1;0;exec;4;3739
2;collection collect all;neo4j;100;1;0;build;4;8449
2;collection collect all;neo4j;100;1;0;exec;4;13072
2;collection collect all;postgres;100;1;0;build;5;156
2;collection collect all;postgres;100;1;0;exec;5;1262
2;collection collect all;mongo;100;1;0;build;5;1325
2;collection collect all;mongo;100;1;0;exec;5;3048
2;collection collect all;neo4j;100;1;0;build;5;7723
2;collection collect all;neo4j;100;1;0;exec;5;11935
2;collection collect all;postgres;100;1;0;build;6;138
2;collection collect all;postgres;100;1;0;exec;6;1219
2;collection collect all;mongo;100;1;0;build;6;1291
2;collection collect all;mongo;100;1;0;exec;6;4403
2;collection collect all;neo4j;100;1;0;build;6;9751
2;collection collect all;neo4j;100;1;0;exec;6;16010
2;collection collect all;postgres;100;1;0;build;7;211
2;collection collect all;postgres;100;1;0;exec;7;1314
2;collection collect all;mongo;100;1;0;build;7;1173
2;collection collect all;mongo;100;1;0;exec;7;3114
2;collection collect all;neo4j;100;1;0;build;7;9259
2;collection collect all;neo4j;100;1;0;exec;7;13824
2;collection collect all;postgres;100;1;0;build;8;198
2;collection collect all;postgres;100;1;0;exec;8;1262
2;collection collect all;mongo;100;1;0;build;8;783
2;collection collect all;mongo;100;1;0;exec;8;3412
2;collection collect all;neo4j;100;1;0;build;8;9346
2;collection collect all;neo4j;100;1;0;exec;8;15939
2;collection collect all;postgres;100;1;0;build;9;240
2;collection collect all;postgres;100;1;0;exec;9;1273
