run_id;query_shape;driver;collection_size;depth;filter_count;phase;iteration;duration
5;collection collect all;postgres;100;1;0;build;0;11082
5;collection collect all;postgres;100;1;0;exec;0;11702
5;collection collect all;postgres;100;1;0;total;0;22785
5;collection collect all;mongo;100;1;0;build;0;4310
5;collection collect all;mongo;100;1;0;exec;0;20078
5;collection collect all;mongo;100;1;0;total;0;24388
5;collection collect all;neo4j;100;1;0;build;0;4398
5;collection collect all;neo4j;100;1;0;exec;0;159538
5;collection collect all;neo4j;100;1;0;total;0;163936
5;collection collect all;postgres;100;1;0;build;1;185
5;collection collect all;postgres;100;1;0;exec;1;2373
5;collection collect all;postgres;100;1;0;total;1;2558
5;collection collect all;mongo;100;1;0;build;1;891
5;collection collect all;mongo;100;1;0;exec;1;5380
5;collection collect all;mongo;100;1;0;total;1;6271
5;collection collect all;neo4j;100;1;0;build;1;72
5;collection collect all;neo4j;100;1;0;exec;1;24106
5;collection collect all;neo4j;100;1;0;total;1;24178
5;collection collect all;postgres;100;1;0;build;2;288
5;collection collect all;postgres;100;1;0;exec;2;1890
5;collection collect all;postgres;100;1;0;total;2;2178
5;collection collect all;mongo;100;1;0;build;2;786
5;collection collect all;mongo;100;1;0;exec;2;4999
5;collection collect all;mongo;100;1;0;total;2;5785
5;collection collect all;neo4j;100;1;0;build;2;100
5;collection collect all;neo4j;100;1;0;exec;2;14955
5;collection collect all;neo4j;100;1;0;total;2;15056
5;collection collect all;postgres;100;1;0;build;3;192
5;collection collect all;postgres;100;1;0;exec;3;1612
5;collection collect all;postgres;100;1;0;total;3;1805
5;collection collect all;mongo;100;1;0;build;3;894
5;collection collect all;mongo;100;1;0;exec;3;5422
5;collection collect all;mongo;100;1;0;total;3;6317
5;collection collect all;neo4j;100;1;0;build;3;82
5;collection collect all;neo4j;100;1;0;exec;3;18187
5;collection collect all;neo4j;100;1;0;total;3;18269
5;collection collect all;postgres;100;1;0;build;4;167
5;collection collect all;postgres;100;1;0;exec;4;1774
5;collection collect all;postgres;100;1;0;total;4;1942
5;collection collect all;mongo;100;1;0;build;4;907
5;collection collect all;mongo;100;1;0;exec;4;5217
