driver,query_shape,phase,n,mean,median,std,cv,min,p90,p95,p99,max
mongo,collection collect 1 filter,build,144.0,30.708333333333332,30.0,6.989377554646666,0.2276052392286567,19.0,39.0,44.0,50.0,50.0
neo4j,collection collect 1 filter,build,148.0,46.027027027027025,46.0,14.35741338098412,0.31193440698556224,26.0,63.30000000000001,76.0,81.53,87.0
postgres,collection collect 1 filter,build,149.0,80.01342281879195,78.0,28.37394755214082,0.3546148452666484,42.0,121.00000000000009,133.6,142.04000000000002,150.0
mongo,collection collect 1 filter,exec,150.0,2770.4066666666668,2801.0,1418.596475756613,0.5120535164837219,924.0,4457.7,4582.3,4818.57,4839.0
neo4j,collection collect 1 filter,exec,145.0,4236.489655172414,4144.0,1039.6744690663288,0.24540941998925211,2806.0,5479.799999999999,6099.5999999999985,6826.16,7533.0
postgres,collection collect 1 filter,exec,147.0,721.0340136054422,693.0,181.79577639373957,0.25213203949241186,417.0,932.4,1010.8999999999999,1274.02,1282.0
mongo,collection collect 1 filter,total,150.0,2803.0933333333332,2841.5,1414.3604257929508,0.5045712923554516,950.0,4484.4,4606.3,4858.55,4871.0
neo4j,collection collect 1 filter,total,146.0,4306.0,4178.0,1082.4124206031,0.2513730656300743,2833.0,5581.0,6194.75,7291.450000000008,7670.0
postgres,collection collect 1 filter,total,144.0,791.0902777777778,758.0,156.71313212026388,0.19809765904402327,494.0,985.7,1046.55,1165.55,1317.0
mongo,collection collect 2 filter,build,149.0,19.248322147651006,19.0,7.647562798721206,0.39731061959883535,8.0,30.0,33.599999999999994,38.52000000000001,40.0
neo4j,collection collect 2 filter,build,141.0,41.38297872340426,38.0,10.242530082572431,0.24750586831923096,29.0,55.0,62.0,70.39999999999998,73.0
postgres,collection collect 2 filter,build,145.0,76.33793103448276,71.0,26.21974994839428,0.3434694861791644,43.0,112.0,129.99999999999991,150.36,154.0
mongo,collection collect 2 filter,exec,150.0,2696.673333333333,2634.5,1408.8026116574938,0.5224224210783758,907.0,4406.9,4529.2,4856.139999999999,5006.0
neo4j,collection collect 2 filter,exec,149.0,3772.0335570469797,3730.0,945.8136166893372,0.2507436910051745,2496.0,4879.400000000001,5320.599999999999,6139.680000000008,6528.0
postgres,collection collect 2 filter,exec,147.0,691.1632653061224,650.0,222.1286817231383,0.321383807376909,400.0,1035.2,1193.0,1242.5799999999997,1264.0
mongo,collection collect 2 filter,total,150.0,2716.58,2657.0,1403.433250828197,0.5166176776786242,926.0,4428.6,4541.2,4872.08,5020.0
neo4j,collection collect 2 filter,total,148.0,3825.087837837838,3806.5,957.3579781641123,0.2502839199387554,2528.0,4938.8,5373.6,6209.220000000001,6577.0
postgres,collection collect 2 filter,total,149.0,784.4295302013422,721.0,232.20922692266353,0.2960230562241347,472.0,1172.0000000000002,1290.8,1346.16,1354.0
mongo,collection collect 3 filter,build,148.0,17.527027027027028,17.0,6.787790104493945,0.3872756112047432,9.0,26.0,29.650000000000006,35.650000000000006,38.0
neo4j,collection collect 3 filter,build,145.0,41.641379310344824,38.0,10.686619269798308,0.25663461313692526,28.0,58.599999999999994,62.0,69.56,76.0
postgres,collection collect 3 filter,build,144.0,68.77777777777777,65.5,18.038980497933288,0.2622791994852982,47.0,94.0,107.54999999999998,114.57,119.0
mongo,collection collect 3 filter,exec,149.0,2662.577181208054,1781.0,1437.3727825314736,0.5398426729847188,907.0,4289.2,4458.599999999999,5221.040000000005,5600.0
neo4j,collection collect 3 filter,exec,147.0,3653.122448979592,3678.0,780.5567463154865,0.21366837745433787,2534.0,4754.2,4909.4,5237.44,6092.0
