collection_size;result_size;query
100;1;users '_id' = 0a8da3b4-9870-4f3b-9803-b102f7d3bb52 , limit: null
100;1;users '_id' = e533db82-ba2b-441c-a3c0-aa6b057cd37b .children '_id' = 9114f112-cf26-4ace-8ae6-567c4b3ef64b , limit: null
100;1;users '_id' = 0e68f0be-4812-42d3-a88a-b598dd97ac83 .children  .grand_children '_id' = 0bac2a47-a04c-4997-beaa-f1884d9d45c8 , limit: null
100;1;users '_id' = 132c4c14-c06f-4e4b-ae7c-ec77a50038fc .children  .grand_children  .grand2_children '_id' = 4f34973a-90af-4b82-9c13-b94eb47e76b1 , limit: null
100;1;users  .children  .grand_children  .grand2_children '_id' = 0435de96-966d-4a72-95c4-3ac5a7085ec5 .grand3_children  , limit: null
100;1;users  .children '_id' = 61b0f5c0-1963-43d6-bfe0-7e89751c9d09 .grand_children  .grand2_children  .grand3_children  .grand4_children  , limit: null
100;1;users  .children '_id' = 8ac9a8e7-c85d-4270-be28-d45fda62d735 .grand_children  .grand2_children  .grand3_children  .grand4_children  .grand5_children  , limit: null
100;1;users '_id' = 7ad5780e-c808-4e11-ba43-f187d381262d .users_owns_pets pets  '_id' = 32379f2b-7e2b-4b9e-a1e5-dbb2b0f604b0  , limit: null
100;1;users '_id' = b64ae0b8-3dfb-47aa-8196-de69eba29e4b .users_owns_pets pets    .pets_child '_id' = cfe00345-1b30-4be9-ac94-32b60668fdb7 , limit: null
100;1;users '_id' = d04a7752-a45e-4b43-84b1-e0bc4de3aca0 .users_owns_pets pets    .pets_child  .pets_grand_child '_id' = 6c5105ce-4289-4849-8327-ad8d158ae74b , limit: null
100;1;users '_id' = 69468207-71b5-4441-844a-889b52fbe662 .children '_id' = eefcb65f-a0d0-49b4-a53c-9cb48024680a .children_owns_pets pets  '_id' = 96b1b6f5-1252-4cac-a8e6-c79b9b51a6d5  , limit: null
100;1;users '_id' = e2b1042d-b7fc-4fcf-a876-4aea698c22d4 .children  .children_owns_pets pets  '_id' = e01278bb-a62f-4055-a8fd-c32de7c0ad75  .pets_child '_id' = 97d7e5f5-30c9-48ea-b5c9-5a97f9616b0e , limit: null
100;1;users  .children '_id' = c4965734-5357-4f80-8e78-9c7e7ac4f806 .children_owns_pets pets    .pets_child '_id' = fb933e16-814e-4d4c-b867-2f215454bf8f .pets_grand_child  , limit: null
100;1;users '_id' = 9c748568-c07d-4042-9b82-e4aa88c9db4f .children  .grand_children '_id' = 1adb2f5f-a089-41b6-8154-adb8f611c26c .grand_children_owns_pets pets    , limit: null
