collection_size;result_size;query
100;1;users '_id' = 2c78e5e8-e467-4a9f-b577-6097d0aff38f , limit: null
100;1;users '_id' = bdaebed6-1194-4e2c-9967-87bf319d4f1c .children '_id' = e3d6ae36-5580-4d9f-9a57-174f194a7ca0 , limit: null
100;1;users '_id' = fa048211-981f-45c0-8e0c-3f0857693f6b .children  .grand_children '_id' = 9ce0e94d-c376-4442-9238-834bf25fd085 , limit: null
100;1;users '_id' = 0cc3abad-a6bc-4902-9cde-75613e27e7ae .children  .grand_children  .grand2_children '_id' = 474a80e1-c059-43f5-bd6f-b57598c3fb56 , limit: null
100;1;users  .children  .grand_children  .grand2_children '_id' = 0c72d48c-75ac-4838-b181-fc6ad1bea682 .grand3_children  , limit: null
100;1;users  .children '_id' = de3ea99e-75aa-4872-a240-758d4eb49a1e .grand_children  .grand2_children  .grand3_children  .grand4_children  , limit: null
100;1;users  .children '_id' = f2e0776d-7ea3-403e-ad40-22d6f05d0c3b .grand_children  .grand2_children  .grand3_children  .grand4_children  .grand5_children  , limit: null
100;1;users '_id' = be1529b8-c369-4074-88b5-db0da779b21a .users_owns_pets pets  '_id' = c74a6654-7a59-4bf6-98c2-3cf26d8631f1  , limit: null
100;1;users '_id' = 31402afa-bbe8-4813-98c8-e4157de9fc35 .users_owns_pets pets    .pets_child '_id' = f3b5d13b-27ff-45d6-b46f-18e8c730c059 , limit: null
100;1;users '_id' = 4ad494f8-18d9-4086-8af9-1480357424a2 .users_owns_pets pets    .pets_child  .pets_grand_child '_id' = b569644b-9554-42a8-985c-dc80860632d9 , limit: null
100;1;users '_id' = 2276e497-8c6c-406a-ab35-2fa449857611 .children '_id' = 5040ed58-56ac-4900-ae92-129c561243c4 .children_owns_pets pets  '_id' = e7e213e0-4b02-4613-ba19-d4f526a61699  , limit: null
100;1;users '_id' = 900a28cb-ae76-4ce9-987c-9995893c2f10 .children  .children_owns_pets pets  '_id' = a9fffc91-d4a9-40f0-96e0-219668dca3aa  .pets_child '_id' = 2711d7f7-4733-476f-9e04-7dc0be461996 , limit: null
100;1;users  .children '_id' = e935616e-113f-4c81-9f4e-26a428b24f30 .children_owns_pets pets    .pets_child '_id' = eb0524a1-dc08-4301-b50d-43fb37a68824 .pets_grand_child  , limit: null
100;1;users '_id' = db836951-aa12-4f3a-b2ff-a5386d01994e .children  .grand_children '_id' = 82543fb8-5320-47d6-96ae-5fa6ab11bdc4 .grand_children_owns_pets pets    , limit: null
100;1;users  .children '_id' = b2fcd80b-7198-4598-833e-fba607da45f5 .grand_children '_id' = 237220e8-97b5-4725-8126-d1cd5222bab6 .grand_children_owns_pets pets  '_id' = b2fd1542-efd3-420d-a179-d861c2ad5fc5  .pets_child  , limit: null
100;1;users  .children  .grand_children  .grand_children_owns_pets pets    .pets_child  .pets_grand_child '_id' = 17b96ef4-5910-4222-b456-43d66c7d5570 , limit: null
100;1;users  .children '_id' = 829a1adf-5c7b-4077-b29e-5de55eb15d66 .grand_children '_id' = 6ee53783-5c58-4c13-82eb-e54cda7c4424 .grand2_children  .grand2_children_owns_pets pets  '_id' = e0606725-6825-4f6b-b996-cd97092835d0  , limit: null
100;1;users  .children  .grand_children  .grand2_children '_id' = fa5c7912-022d-4313-af77-8099cc2bde34 .grand2_children_owns_pets pets    .pets_child  , limit: null
100;1;users  .children  .grand_children  .grand2_children  .grand2_children_owns_pets pets  '_id' = b9b0b0ee-a1d6-4f6b-a841-9c902f940a04  .pets_child '_id' = 5d13ddbf-4516-4da7-a1c4-3d86c6706e03 .pets_grand_child  , limit: null
100;1;users  .children  .grand_children '_id' = 3001316c-a5ec-4139-85c4-e5f0cb3c53ca .grand2_children  .grand3_children  .grand3_children_owns_pets pets  '_id' = e0d7c428-e002-4346-afb2-23c319128fbe  , limit: null
100;1;users  .children  .grand_children '_id' = c07ddd93-e33e-478f-be5a-afc5e27a8c39 .grand2_children  .grand3_children  .grand3_children_owns_pets pets    .pets_child  , limit: null
100;1;users  .children  .grand_children '_id' = 3d3473c7-e0ee-4379-943d-cb02dbfdab37 .grand2_children  .grand3_children  .grand3_children_owns_pets pets  '_id' = d08b4b8b-77bc-432d-9f6b-fbd94729a8a9  .pets_child  .pets_grand_child  , limit: null
100;1;users  .children  .grand_children  .grand2_children  .grand3_children '_id' = 747e6a61-6c62-4c0d-9973-4065a0249c04 .grand4_children  .grand4_children_owns_pets pets    , limit: null
100;1;users '_id' = d09c0f62-8c8f-41bb-982e-5d52e2b8b0cb .children  .grand_children  .grand2_children  .grand3_children  .grand4_children  .grand4_children_owns_pets pets  '_id' = 664f1b91-602e-420d-a4d8-3754e09cd143  .pets_child  , limit: null
