collection_size;result_size;query
3000;1;users '_id' = 72728d7b-5222-40a9-b859-b043ad788e5b , limit: null
3000;1;users '_id' = 2b409e92-4117-4f38-8774-c5ebdc8afc84 .children '_id' = 160939ef-bc3f-45ff-96c2-9e6d9f77e8eb , limit: null
3000;1;users '_id' = c9abe994-8d5c-4496-b5af-5ab06e901e72 .children '_id' = 45f415ba-5e46-4a58-9951-487fd287a811 .grand_children  , limit: null
3000;1;users '_id' = e4418d86-05df-4d56-9850-c6aa6de6abfe .children '_id' = 7d7924a8-2a96-44ed-800d-1040e1904bdd .grand_children  .grand2_children  , limit: null
3000;1;users  .children  .grand_children  .grand2_children  .grand3_children '_id' = f0281d93-4e34-4d38-9d49-ce6d918cda35 , limit: null
3000;1;users  .children '_id' = 28ce4b87-c576-459f-8ebe-833f448a51d3 .grand_children  .grand2_children  .grand3_children  .grand4_children  , limit: null
3000;1;users  .children  .grand_children '_id' = 42260ee4-24f4-421e-9b34-51fb362262f5 .grand2_children  .grand3_children  .grand4_children  .grand5_children  , limit: null
3000;1;users '_id' = 1ade2f23-8d65-44a9-bb3e-cbc5c454b28c .users_owns_pets pets    , limit: null
3000;1;users '_id' = 0a7f5b24-1a88-408b-9200-8028087b8bbb .users_owns_pets pets    .pets_child '_id' = 042bda92-11f0-4576-976b-1a55b5ff1e3a , limit: null
3000;1;users '_id' = 345883e0-3457-40c2-b229-9ee991b7cb56 .users_owns_pets pets  '_id' = dc603539-e16b-41ea-8010-eb2563e56fec  .pets_child  .pets_grand_child '_id' = 2b03cd73-de26-49a4-b2cd-9f7c84f6bc90 , limit: null
3000;1;users '_id' = 97b39d16-959d-4667-9a43-cd78294c9ed7 .children '_id' = 00c076cd-aeeb-4681-8e7b-53d10e974b2b .children_owns_pets pets  '_id' = 8e478059-f27e-4036-9541-34019035f644  , limit: null
3000;1;users  .children '_id' = 57a0dfc1-78fa-48e2-b6b8-38fc2315daa1 .children_owns_pets pets    .pets_child '_id' = e78b150c-40d2-4f45-9feb-a502d55f87ae , limit: null
3000;1;users  .children  .children_owns_pets pets    .pets_child '_id' = 1b85dab4-89b8-4af5-b682-813e9afdee07 .pets_grand_child '_id' = 3fa3ab2a-f489-41dc-a762-4c0a040c8014 , limit: null
3000;1;users  .children '_id' = 756e568f-c0d1-4d51-b846-717a13675dd2 .grand_children '_id' = 68ced0ff-0cb2-40c9-8827-ba28e33eefc4 .grand_children_owns_pets pets    , limit: null
3000;1;users '_id' = 29239632-e8c3-499f-a2eb-1a95564612f1 .children  .grand_children  .grand_children_owns_pets pets  '_id' = 485444b7-4fc7-4a05-a6d6-f566c0213e03  .pets_child '_id' = 1e69e8fe-04fc-42c6-8297-fcc41f51a5e7 , limit: null
