0a1d310b-aa83-410c-8ef2-a6d2c6c3d292;d33156cf-7e5c-4c39-8955-e57c4babdde1;exotica;5;true;"{""legs"": 2, ""name"": ""jackal""}"
e971887b-ce41-458b-8a15-3598f921582d;bdb3071c-a00f-4bf6-8deb-0d4ddde38f3b;papa;19;true;"{""legs"": 3, ""name"": ""pig""}"
eda09385-05f5-412c-9e2f-9563727aa219;a96d118e-26b4-48ab-8c82-cb81173f0abd;austriaca;16;true;"{""legs"": 0, ""name"": ""jackal""}"
ba56a2d2-f39f-4e96-8238-f32e17c698f2;084218a8-14fb-4e9f-a1f1-98182e75c5c8;barabensis;5;true;"{""legs"": 1, ""name"": ""donkey""}"
c05dcca6-dde2-4613-a44e-ccecc5634c1c;76ec6f2b-564d-4837-8183-eb6a2b4bd1d1;scutellatus;0;false;"{""legs"": 1, ""name"": ""llama""}"
9d4d216d-03c2-4c26-9769-621f0734a6e6;6c69113f-463f-4f86-ae9f-d51f08b21181;brassicae;4;false;"{""legs"": 8, ""name"": ""wallaby""}"
17d8f3f8-9f70-42d6-bd56-628b077fcfd7;f2f1e4f7-7386-4f78-804d-486d76e5b866;binturong;9;true;"{""legs"": 0, ""name"": ""lion""}"
e60a5d3b-fe2d-4643-8978-8b0dd23bce24;6af7186d-d8c1-453a-98db-4910644a1964;lupuslupus;14;false;"{""legs"": 1, ""name"": ""seal""}"
7d569ca0-4e22-4728-b428-4962fb891cf6;a96d118e-26b4-48ab-8c82-cb81173f0abd;fulvius;18;false;"{""legs"": 0, ""name"": ""woodchuck""}"
7a178d2b-3b05-4d91-990f-ea7f14127a09;ee5d98c5-d1f2-4661-800c-e1753012170f;contortrix;4;true;"{""legs"": 1, ""name"": ""horse""}"
ba2dabf2-9e8c-42a7-92ec-d6817381858e;f0b81cf1-3e0b-49b4-a76e-e89d86c3443f;nivalis;6;false;"{""legs"": 2, ""name"": ""rabbit""}"
dfac302d-c825-46a9-99bf-683fa6da3cbd;362b7d53-411e-4718-a3d3-02f7166b8af8;lucifugus;5;true;"{""legs"": 8, ""name"": ""koala""}"
01ce40d8-5c39-49d9-baf8-5c4cb99ce026;1534df27-9548-4e7b-8d02-2b89853888ba;exulans;10;true;"{""legs"": 1, ""name"": ""cicada""}"
9c55da2d-5c88-4891-b039-cdda67eb4626;1656e9e5-d07b-4b1b-b452-4b71da957946;carcinophaga;11;false;"{""legs"": 1, ""name"": ""wolf""}"
99b88b71-ae74-45fd-b431-722b40422704;adba772f-240e-403c-a046-c863c540e345;putorius;7;true;"{""legs"": 6, ""name"": ""woodchuck""}"
132a3e11-5130-4f97-8f8e-07413a2cd675;9b9193aa-944c-4c55-bc57-2d5ca8c46056;zebraxasinus;10;false;"{""legs"": 8, ""name"": ""crow""}"
