29322274-fb8d-4258-b760-eb960069e24d;57e356f6-3df4-4317-900c-852f3c02cfdc;7;true;gnu;{}
a174f2aa-fd75-49d8-9cd9-594982abad76;924e6bda-9d82-4871-ab58-1af6257b1251;7;false;minnow;{}
1eb45fa6-4204-4487-b926-056c8aeccb32;0a4ab59d-8f43-403b-bfea-2195ad318d2f;5;true;sea lion;{}
927dfa30-9a6c-4a9c-a31b-0132f3af2f9d;5ee6197e-8742-4806-87cc-376749059956;10;false;eel;{}
3050b3cb-cdee-4792-8af7-829f87d3a7d6;5bdd49c9-b6d7-457f-a841-88a094e5e73c;11;true;platypus;{}
363e4ccc-16af-4fb6-945e-4616ede97863;c2bfe1a0-a84d-4dd2-a294-7834d83aec58;14;false;deer;{}
14ae8532-cb63-4144-ab91-1656ac90c9a6;c05dcca6-dde2-4613-a44e-ccecc5634c1c;18;false;dolphin;{}
9090cd1e-0d5b-4f5a-8912-c3dd0a8d756c;0491f203-504d-4af2-993f-e1546ec3380a;1;true;butterfly;{}
be7f5a6e-fd6e-4e5d-90ec-2139c3791cfb;ee227d92-f50a-4ac7-ac06-dbc929aeaf80;14;true;crab;{}
7e03c1df-c259-4e4c-b971-65346cde1bf4;924e6bda-9d82-4871-ab58-1af6257b1251;0;true;hamster;{}
3a6cb5be-c08c-4b0d-aa6e-3f8154eacfa7;cee693f5-289c-4f6f-9c90-48928e98b54c;15;false;rat;{}
122692c4-8886-4849-a9e0-89b4d160f927;cee693f5-289c-4f6f-9c90-48928e98b54c;10;false;whale;{}
312f857d-4acc-45b7-a1b3-15ac734ae6f4;99b88b71-ae74-45fd-b431-722b40422704;7;false;gorilla;{}
b7c64d64-25a9-4b29-8344-4e934aee7554;e971887b-ce41-458b-8a15-3598f921582d;10;false;ape;{}
ef6b1536-87ce-4a64-aeb5-36a99b06e1dd;3f061a0b-0bbf-40e4-8031-f8b0c467afb2;0;false;caribou;{}
70e3485f-ea63-4f3e-91c7-077cd30946c5;c4932c39-1417-45cd-a74e-bdadbeb3137b;7;false;macaw;{}
0164761e-9051-4d26-8ed3-8dc76888e123;0f646c72-0881-4524-a4ce-82d5f97f90da;11;true;whale;{}
0dd6742c-15b1-4a71-83d5-04f1ac88c8f7;3f0de359-80c3-4605-b293-39886f7257b3;18;true;duck;{}
927dfa30-9a6c-4a9c-a31b-0132f3af2f9d;c05dcca6-dde2-4613-a44e-ccecc5634c1c;6;false;louse;{}
64f083e1-aff4-4606-be59-30e235738c5b;01ce40d8-5c39-49d9-baf8-5c4cb99ce026;15;true;bear;{}
64f083e1-aff4-4606-be59-30e235738c5b;f8955a6d-4194-43ef-a8de-37b9a48de7e4;13;false;hound;{}
64f083e1-aff4-4606-be59-30e235738c5b;70e79e80-4fc5-4b5d-9a09-83a62006ad63;4;true;otter;{}
9090cd1e-0d5b-4f5a-8912-c3dd0a8d756c;f72ffb4e-a917-4eb4-91ac-adeca34114d3;19;false;otter;{}
be7f5a6e-fd6e-4e5d-90ec-2139c3791cfb;4d327a28-ff88-42bc-9b87-48aa6104597e;5;false;jellyfish;{}
70e3485f-ea63-4f3e-91c7-077cd30946c5;f72ffb4e-a917-4eb4-91ac-adeca34114d3;2;true;hedgehog;{}
856cb81f-5ec3-478f-95f2-26f4714b449d;ee227d92-f50a-4ac7-ac06-dbc929aeaf80;8;true;goat;{}
686fefc8-b171-4cb2-822a-2cbd6dc30ebf;c5965e8f-f4ed-4904-802b-166c849032ad;1;true;mouse;{}
a1788b07-934e-44f1-9eba-b7bc6227447b;695d8f37-9f20-48bf-b905-1e1ad2b61e78;16;false;raccoon;{}
a1788b07-934e-44f1-9eba-b7bc6227447b;667c2843-8d4d-4746-9d56-987ec77366e7;18;true;buffalo;{}
7e03c1df-c259-4e4c-b971-65346cde1bf4;70e79e80-4fc5-4b5d-9a09-83a62006ad63;0;true;wallaby;{}
7e03c1df-c259-4e4c-b971-65346cde1bf4;d5a735ad-9d00-46b5-acf4-a03f4abcbc2d;5;false;locust;{}
