users_owns_pets;users;pets;"[{""name"": ""since"", ""type"": ""INT""}, {""name"": ""likes"", ""type"": ""BOOLEAN""}, {""name"": ""nickname"", ""type"": ""STRING""}]"
users_owns_pets_child;users;pets_child;"[{""name"": ""since"", ""type"": ""INT""}, {""name"": ""likes"", ""type"": ""BOOLEAN""}, {""name"": ""nickname"", ""type"": ""STRING""}]"
users_owns_pets_grand_child;users;pets_grand_child;"[{""name"": ""since"", ""type"": ""INT""}, {""name"": ""likes"", ""type"": ""BOOLEAN""}, {""name"": ""nickname"", ""type"": ""STRING""}]"
children_owns_pets;children;pets;"[{""name"": ""since"", ""type"": ""INT""}, {""name"": ""likes"", ""type"": ""BOOLEAN""}, {""name"": ""nickname"", ""type"": ""STRING""}]"
children_owns_pets_child;children;pets_child;"[{""name"": ""since"", ""type"": ""INT""}, {""name"": ""likes"", ""type"": ""BOOLEAN""}, {""name"": ""nickname"", ""type"": ""STRING""}]"
children_owns_pets_grand_child;children;pets_grand_child;"[{""name"": ""since"", ""type"": ""INT""}, {""name"": ""likes"", ""type"": ""BOOLEAN""}, {""name"": ""nickname"", ""type"": ""STRING""}]"
grand_children_owns_pets;grand_children;pets;"[{""name"": ""since"", ""type"": ""INT""}, {""name"": ""likes"", ""type"": ""BOOLEAN""}, {""name"": ""nickname"", ""type"": ""STRING""}]"
grand_children_owns_pets_child;grand_children;pets_child;"[{""name"": ""since"", ""type"": ""INT""}, {""name"": ""likes"", ""type"": ""BOOLEAN""}, {""name"": ""nickname"", ""type"": ""STRING""}]"
grand_children_owns_pets_grand_child;grand_children;pets_grand_child;"[{""name"": ""since"", ""type"": ""INT""}, {""name"": ""likes"", ""type"": ""BOOLEAN""}, {""name"": ""nickname"", ""type"": ""STRING""}]"
grand2_children_owns_pets;grand2_children;pets;"[{""name"": ""since"", ""type"": ""INT""}, {""name"": ""likes"", ""type"": ""BOOLEAN""}, {""name"": ""nickname"", ""type"": ""STRING""}]"
grand2_children_owns_pets_child;grand2_children;pets_child;"[{""name"": ""since"", ""type"": ""INT""}, {""name"": ""likes"", ""type"": ""BOOLEAN""}, {""name"": ""nickname"", ""type"": ""STRING""}]"
grand2_children_owns_pets_grand_child;grand2_children;pets_grand_child;"[{""name"": ""since"", ""type"": ""INT""}, {""name"": ""likes"", ""type"": ""BOOLEAN""}, {""name"": ""nickname"", ""type"": ""STRING""}]"
grand3_children_owns_pets;grand3_children;pets;"[{""name"": ""since"", ""type"": ""INT""}, {""name"": ""likes"", ""type"": ""BOOLEAN""}, {""name"": ""nickname"", ""type"": ""STRING""}]"
grand3_children_owns_pets_child;grand3_children;pets_child;"[{""name"": ""since"", ""type"": ""INT""}, {""name"": ""likes"", ""type"": ""BOOLEAN""}, {""name"": ""nickname"", ""type"": ""STRING""}]"
grand3_children_owns_pets_grand_child;grand3_children;pets_grand_child;"[{""name"": ""since"", ""type"": ""INT""}, {""name"": ""likes"", ""type"": ""BOOLEAN""}, {""name"": ""nickname"", ""type"": ""STRING""}]"
grand4_children_owns_pets;grand4_children;pets;"[{""name"": ""since"", ""type"": ""INT""}, {""name"": ""likes"", ""type"": ""BOOLEAN""}, {""name"": ""nickname"", ""type"": ""STRING""}]"
grand4_children_owns_pets_child;grand4_children;pets_child;"[{""name"": ""since"", ""type"": ""INT""}, {""name"": ""likes"", ""type"": ""BOOLEAN""}, {""name"": ""nickname"", ""type"": ""STRING""}]"
grand4_children_owns_pets_grand_child;grand4_children;pets_grand_child;"[{""name"": ""since"", ""type"": ""INT""}, {""name"": ""likes"", ""type"": ""BOOLEAN""}, {""name"": ""nickname"", ""type"": ""STRING""}]"
grand5_children_owns_pets;grand5_children;pets;"[{""name"": ""since"", ""type"": ""INT""}, {""name"": ""likes"", ""type"": ""BOOLEAN""}, {""name"": ""nickname"", ""type"": ""STRING""}]"
grand5_children_owns_pets_child;grand5_children;pets_child;"[{""name"": ""since"", ""type"": ""INT""}, {""name"": ""likes"", ""type"": ""BOOLEAN""}, {""name"": ""nickname"", ""type"": ""STRING""}]"
grand5_children_owns_pets_grand_child;grand5_children;pets_grand_child;"[{""name"": ""since"", ""type"": ""INT""}, {""name"": ""likes"", ""type"": ""BOOLEAN""}, {""name"": ""nickname"", ""type"": ""STRING""}]"
