cd48c0cf-d048-4197-8fba-b57de36461dc;56c1417d-7888-430c-b6a1-81a3058c074f;16;true;goat;{}
e0e222a3-883a-40c3-94fa-510ef7168dbf;c6a45222-7276-4251-ab6b-d9972621b121;9;false;beaver;{}
00137c27-b81a-4995-bc2f-f61095729e7a;b2a73aa9-179f-4fed-ad2f-9e3648418a8f;15;false;fly;{}
a3dac48f-ea40-451d-9c49-7e71ae6380c8;3a83858e-798f-4a58-9dbf-ee90d7b2eecf;13;true;buffalo;{}
32651e18-8584-4867-a8a3-c458f90e506f;a66be043-7d15-4dca-b4d3-28ba9f733cfd;12;false;porpoise;{}
05653fb7-a484-42dd-9619-3dab285dec58;017341f2-e00a-413e-83d8-76922194f14a;4;false;gnu;{}
2b084e8f-de80-43d3-a356-4c1c6847927b;b614bca7-1e1a-4302-90b6-b386d16bb870;9;true;bear;{}
e5c55cc3-69fa-4175-addf-7f6156eabd51;1f2d8128-2584-423b-89b3-3a56db573f32;12;false;hornet;{}
a551007f-0810-4903-959e-581c59364219;fc1961b0-9b97-42f9-83f0-939d71239854;4;false;goat;{}
0df79074-01b9-4d94-b9b3-69b263afcc45;76d92dce-0779-45d9-81b0-d564e3ff20a7;9;true;oyster;{}
511da435-7318-4ae5-9938-021d16cced0b;ec27f1ee-0f2c-440a-a964-85097f2daa9a;10;false;yellowjacket;{}
985b0477-bc75-4185-9d17-38456b874862;7fbe5d32-3764-42ef-a7d0-574ac402f1ab;5;false;hedgehog;{}
555dcd2a-a16c-4ad5-9b76-4a0a32ebecf5;da3d3aee-46c4-4112-abab-4fabc9eb6a50;18;false;mosquito;{}
8af94b68-7144-452b-ba75-2d4d49e3bb42;5534e20a-3d43-4ea1-b12e-156d1ecf904d;15;false;hyena;{}
17fdaef2-5beb-4ca5-a778-9ae506f5146b;6fffd248-8170-4465-a3b9-cd9c4e3002ac;5;true;muskrat;{}
9b38e8f9-74b2-4be8-8172-85deb756069c;e4b9d051-6386-4a93-88d7-f41366624010;11;true;giraffe;{}
2985cde2-23e0-4661-a7ed-2e929163bc13;fc1961b0-9b97-42f9-83f0-939d71239854;19;false;jackal;{}
8a24d5ba-3546-4378-b5c6-6f4ae9774a3c;dddff363-0b49-498e-b1e6-92724513c67e;2;false;kangaroo;{}
6e2bd5a3-9775-421a-a252-38bef7ed9ca6;3944263d-55d6-49d1-90b7-7b0dd65d4835;0;true;shark;{}
7d347374-d21d-4762-a83a-4a5e3252cba9;b614bca7-1e1a-4302-90b6-b386d16bb870;13;false;cheetah;{}
9a8a463b-c687-4b37-a9ca-30d69f62f9d9;b2a73aa9-179f-4fed-ad2f-9e3648418a8f;17;false;donkey;{}
ae839981-3fe8-4852-8979-8ef4e6bfa817;c6a45222-7276-4251-ab6b-d9972621b121;11;true;horse;{}
360653c0-9d8c-4a17-80e1-b47e9c82ffae;91fed4af-2139-4fc5-b2ac-0fe5f73b24f5;2;true;buffalo;{}
04787f66-bf22-4e58-bab5-e5cf1ed5770e;538fe1c4-b096-43b2-89f5-a6e32eec67b5;18;false;dog;{}
