27ca036a-002d-4f41-8ad4-ecaca0bb25e8;c5965e8f-f4ed-4904-802b-166c849032ad;0;false;snail;{}
e9e42cff-4e50-48d4-8e16-35db8932cb5f;f5581adf-cea1-4455-8bc8-2490f27d15e7;10;true;impala;{}
8d5a8d4b-41a0-4f5e-81f3-b6637bd7ee57;41f836ab-fe0e-45e0-8c0a-6c336a6c4039;0;true;macaw;{}
64b0ca74-527a-4d36-b568-b69ccd6ad992;2f97c8de-378b-493c-b8c0-c52353538662;3;false;bat;{}
dbc8f826-5028-408c-8363-43d4581a66eb;4d327a28-ff88-42bc-9b87-48aa6104597e;3;true;yak;{}
469d5cfe-2d09-4225-9c3d-6ed2dc560c24;7b2e754d-b36e-40d2-905f-d4e05ba1ccef;4;true;ant;{}
ef642a7e-01e2-495a-8d5a-b036c141371f;0f646c72-0881-4524-a4ce-82d5f97f90da;3;false;serval;{}
cef91f8d-07d2-4dd9-a9aa-6b1e8202642d;46c00ddf-5d65-4d08-8004-5008edf82b0d;14;true;fox;{}
1e03de9c-8a78-4fbe-9b36-21ad8d4e3d98;dfd83b36-e6ab-49b9-883a-333fbdfe965a;12;false;hornet;{}
14cd74ef-380a-48c8-b654-e41b47c3524e;0491f203-504d-4af2-993f-e1546ec3380a;6;false;fox;{}
9dc9d1f4-bd28-45d8-85cb-18a15c86ac13;7d569ca0-4e22-4728-b428-4962fb891cf6;5;true;hedgehog;{}
75f1b35d-889b-439b-be0c-d562e55384ea;e271f7fc-63fe-4224-abb6-fbd45e1bd78d;12;true;hedgehog;{}
5154d382-c2f6-4ca8-957d-943eacc6de25;d5f275fd-5894-43af-a546-a8f5561215f4;1;true;crow;{}
9d699b10-edff-4825-97b1-88709971f68a;667c2843-8d4d-4746-9d56-987ec77366e7;1;false;grasshopper;{}
64b0ca74-527a-4d36-b568-b69ccd6ad992;ba56a2d2-f39f-4e96-8238-f32e17c698f2;12;false;llama;{}
144c08dc-009a-4d9a-89db-e4a013e11a54;cee693f5-289c-4f6f-9c90-48928e98b54c;10;false;chinchilla;{}
79143005-3818-4dcf-bd66-e5bb70f3103e;e971887b-ce41-458b-8a15-3598f921582d;10;false;pug;{}
