query_shape,phase,driver_a,driver_b,median_a,median_b,p_value,cliffs_delta
collection 1 range filter,total,mongo,neo4j,2138.0,2612.0,2.3004418497347243e-33,-0.18153823409752443
collection 1 range filter,total,mongo,postgres,2138.0,641.0,0.0,0.7559204312382191
collection 1 range filter,total,neo4j,postgres,2612.0,641.0,0.0,0.9963670506944278
collection 3 range filter,total,mongo,neo4j,2190.0,2571.0,1.9547566430444004e-21,-0.143069993829332
collection 3 range filter,total,mongo,postgres,2190.0,663.0,0.0,0.7609950567397772
collection 3 range filter,total,neo4j,postgres,2571.0,663.0,0.0,0.9950239783417056
collection all,total,mongo,neo4j,1230.0,4711.0,5.084978520188838e-295,-1.0
collection all,total,mongo,postgres,1230.0,703.5,6.825576260128836e-271,0.9510260565954254
collection all,total,neo4j,postgres,4711.0,703.5,2.7160644966335993e-296,1.0
collection all only,total,mongo,neo4j,953.0,3191.0,2.0372349995316657e-300,-1.0
collection all only,total,mongo,postgres,953.0,454.0,5.787494742159165e-303,0.9999859265600994
collection all only,total,neo4j,postgres,3191.0,454.0,8.315447989278735e-305,1.0
collection get by id,total,mongo,neo4j,510.0,1114.5,0.0,-0.9581894404441378
collection get by id,total,mongo,postgres,510.0,364.5,0.0,0.6171527114923341
collection get by id,total,neo4j,postgres,1114.5,364.5,0.0,0.9997365473823241
collection id in list,total,mongo,neo4j,904.0,1654.0,0.0,-0.9603380853380853
collection id in list,total,mongo,postgres,904.0,615.0,0.0,0.8223054495233345
collection id in list,total,neo4j,postgres,1654.0,615.0,0.0,0.999475951604949
collection id in list only,total,mongo,neo4j,840.0,1473.5,0.0,-0.961667327517843
collection id in list only,total,mongo,postgres,840.0,594.0,0.0,0.7687465089622696
collection id in list only,total,neo4j,postgres,1473.5,594.0,0.0,0.9974410573469529
collection int equality,total,mongo,neo4j,2159.5,2508.0,1.1556097359092531e-05,-0.06597626081998652
collection int equality,total,mongo,postgres,2159.5,609.0,0.0,0.6842457598303355
collection int equality,total,neo4j,postgres,2508.0,609.0,0.0,0.8991034806974589
collection string equality,total,mongo,neo4j,2095.0,2366.0,0.0015299927863349728,-0.04765864659923827
collection string equality,total,mongo,postgres,2095.0,617.0,0.0,0.6641032127498103
collection string equality,total,neo4j,postgres,2366.0,617.0,0.0,0.8271764902574703
collection string equality multiple,total,mongo,neo4j,2107.5,2374.0,0.0005493963075636669,-0.05197632645541636
collection string equality multiple,total,mongo,postgres,2107.5,617.0,0.0,0.6596721669511642
collection string equality multiple,total,neo4j,postgres,2374.0,617.0,0.0,0.8253928653043773
collection string in list,total,mongo,neo4j,2314.5,2706.0,3.9365194153891755e-07,-0.07626003643866637
collection string in list,total,mongo,postgres,2314.5,707.5,0.0,0.617648851275211
collection string in list,total,neo4j,postgres,2706.0,707.5,0.0,0.7631720248291513
connection all,total,mongo,neo4j,2607.0,2911.0,3.7988303770795354e-82,-0.5224152375320323
connection all,total,mongo,postgres,2607.0,1388.5,3.4214978372158336e-302,1.0
connection all,total,neo4j,postgres,2911.0,1388.5,1.7156583944528259e-298,1.0
connection all only,total,mongo,neo4j,2185.0,2674.0,7.080835715876372e-146,-0.685497042064385
connection all only,total,mongo,postgres,2185.0,765.0,4.80656581968974e-309,1.0
connection all only,total,neo4j,postgres,2674.0,765.0,0.0,1.0
connection equality,total,mongo,neo4j,3267.5,2807.5,2.034768356783086e-08,0.08435580563130703
connection equality,total,mongo,postgres,3267.5,1601.5,1.7331342657815405e-79,0.2838141913243321
connection equality,total,neo4j,postgres,2807.5,1601.5,1.0799773410730014e-148,0.39057118529002266
connection filter near node and edge,total,mongo,neo4j,3635.0,4063.0,0.0002539686977541458,-0.054998563631140474
connection filter near node and edge,total,mongo,postgres,3635.0,1457.0,3.1697971135079014e-270,0.5280677736204746
connection filter near node and edge,total,neo4j,postgres,4063.0,1457.0,0.0,0.6543663752722843
connection filter on edge property,total,mongo,neo4j,3684.5,3776.0,0.3570736666828265,-0.013848285536876481
connection filter on edge property,total,mongo,postgres,3684.5,1447.5,1.5111095413240076e-292,0.5495678253375467
connection filter on edge property,total,neo4j,postgres,3776.0,1447.5,0.0,0.6533154336177357
connection filter on far node,total,mongo,neo4j,4606.0,2308.5,6.964789765505509e-148,0.38955807848194546
connection filter on far node,total,mongo,postgres,4606.0,1350.5,8.78223156428157e-305,0.5610271760988221
connection filter on far node,total,neo4j,postgres,2308.5,1350.5,1.7737028005916536e-63,0.2529877487103906
connection get one by id,total,mongo,neo4j,650.0,1142.0,0.0,-0.9772283807797246
connection get one by id,total,mongo,postgres,650.0,871.5,3.2006418557412194e-273,-0.531824159047933
connection get one by id,total,neo4j,postgres,1142.0,871.5,1.396997050851011e-28,0.16691931695550055
connection id in list,total,mongo,neo4j,1421.0,2086.0,0.0,-0.9056780932267494
connection id in list,total,mongo,postgres,1421.0,1580.5,3.860999499895893e-40,-0.20021909452614237
connection id in list,total,neo4j,postgres,2086.0,1580.5,4.231411051704219e-68,0.26245944495420787
connection id in list only,total,mongo,neo4j,1263.0,1737.0,0.0,-0.8053687382130584
connection id in list only,total,mongo,postgres,1263.0,1480.0,6.286746344033251e-47,-0.21752403676626156
connection id in list only,total,neo4j,postgres,1737.0,1480.0,7.260694746428256e-26,0.15822636137829288
