driver,query_shape,phase,n,mean,median,std,cv,min,p90,p95,p99,max
mongo,collection collect 1 filter,build,150.0,2903.9933333333333,3913.5,1595.4041860086054,0.549382867961797,1050.0,4677.4,5011.9,5466.67,5491.0
neo4j,collection collect 1 filter,build,148.0,52.66891891891892,50.0,16.000590343494203,0.3037956858033537,25.0,75.0,81.0,93.59,96.0
postgres,collection collect 1 filter,build,145.0,87.39310344827587,88.0,30.503710282458567,0.3490402454984605,44.0,127.0,143.0,167.60000000000002,173.0
mongo,collection collect 1 filter,exec,150.0,2852.9866666666667,3872.0,1596.0033598502366,0.5594149382110338,1008.0,4623.9,4959.999999999999,5427.12,5435.0
neo4j,collection collect 1 filter,exec,149.0,4690.4899328859065,4525.0,974.9709255363525,0.20786121268497948,3123.0,6005.2,6345.599999999999,7021.3600000000015,7428.0
postgres,collection collect 1 filter,exec,139.0,689.1654676258993,691.0,147.64300839968254,0.2142344840757863,438.0,917.2,955.7999999999997,1078.62,1083.0
mongo,collection collect 1 filter,total,150.0,5757.433333333333,7786.5,3191.418658304283,0.5543127420733109,2058.0,9301.3,9972.349999999999,10895.3,10925.0
neo4j,collection collect 1 filter,total,149.0,4744.577181208054,4585.0,988.33440410655,0.20830821511789643,3151.0,6072.200000000001,6434.4,7093.480000000001,7487.0
postgres,collection collect 1 filter,total,136.0,773.5073529411765,774.0,127.19416457168671,0.1644382100416304,526.0,938.0,1008.75,1076.2000000000003,1090.0
mongo,collection collect 2 filter,build,150.0,2821.04,2869.0,1637.3070207717478,0.580391281503186,881.0,4708.7,4786.05,5186.909999999999,5411.0
neo4j,collection collect 2 filter,build,140.0,47.957142857142856,48.0,8.156624556279816,0.17008153677080343,27.0,56.0,62.099999999999966,66.60999999999999,70.0
postgres,collection collect 2 filter,build,147.0,80.74829931972789,75.0,28.085447783947874,0.3478147282426569,48.0,117.20000000000002,138.19999999999993,156.23999999999995,164.0
mongo,collection collect 2 filter,exec,150.0,2795.2,2833.0,1641.5820573479448,0.5872860823368434,855.0,4684.8,4765.5,5167.379999999999,5392.0
neo4j,collection collect 2 filter,exec,146.0,3949.650684931507,3806.5,679.3155438910119,0.17199382884230743,2805.0,4815.5,5216.25,5672.050000000003,5898.0
postgres,collection collect 2 filter,exec,135.0,584.1037037037037,626.0,110.26394886369721,0.18877460999567713,406.0,704.2000000000002,787.6,836.5999999999999,886.0
mongo,collection collect 2 filter,total,150.0,5616.6466666666665,5703.0,3278.889962225751,0.5837807070338086,1737.0,9393.6,9552.55,10354.289999999997,10804.0
neo4j,collection collect 2 filter,total,146.0,4002.458904109589,3874.0,681.4831202069986,0.1702661130404799,2837.0,4868.0,5268.5,5720.850000000003,5951.0
postgres,collection collect 2 filter,total,134.0,669.2388059701492,688.0,103.48885226402155,0.15463665785787917,481.0,806.7,845.7,904.7499999999997,937.0
mongo,collection collect 3 filter,build,150.0,2818.28,2839.5,1671.8787692474602,0.5932266379662277,799.0,4661.7,4883.099999999998,5289.569999999998,5410.0
neo4j,collection collect 3 filter,build,148.0,45.33108108108108,45.5,11.249422366735896,0.2481613519566124,28.0,59.0,60.0,68.59,74.0
postgres,collection collect 3 filter,build,147.0,72.63945578231292,71.0,17.86515149832105,0.24594280485607742,46.0,98.0,102.0,119.0,130.0
mongo,collection collect 3 filter,exec,150.0,2796.7533333333336,2813.0,1673.5272637473204,0.5983821468276264,781.0,4644.4,4863.549999999998,5272.079999999998,5392.0
neo4j,collection collect 3 filter,exec,148.0,3738.5,3704.0,547.4100864261532,0.146425059897326,2793.0,4398.0,4745.6,5233.26,5322.0
postgres,collection collect 3 filter,exec,145.0,596.9172413793103,649.0,129.21007353704383,0.21646229088386718,369.0,741.0,780.1999999999999,897.0800000000002,944.0
mongo,collection collect 3 filter,total,150.0,5615.506666666667,5652.5,3345.444709649882,0.5957511776289492,1581.0,9306.199999999999,9746.649999999996,10562.649999999996,10802.0
neo4j,collection collect 3 filter,total,147.0,3774.925170068027,3747.0,531.5884195378845,0.1408209158032939,2824.0,4422.4,4726.899999999999,5059.619999999997,5336.0
postgres,collection collect 3 filter,total,145.0,672.2965517241379,706.0,127.85680597938087,0.19017917859534716,433.0,820.4,865.5999999999999,971.3200000000002,1040.0
mongo,collection collect all,build,50.0,2504.56,2539.5,329.261769194453,0.1314649156715962,1858.0,2850.5,2999.0499999999997,3253.0399999999995,3353.0
neo4j,collection collect all,build,47.0,56.829787234042556,54.0,8.011728220813616,0.14097762125729688,48.0,67.79999999999998,74.69999999999999,76.53999999999999,77.0
postgres,collection collect all,build,49.0,148.59183673469389,142.0,36.35526003170365,0.24466525773293213,99.0,185.8,209.19999999999996,236.23999999999984,254.0
mongo,collection collect all,exec,50.0,2164.78,2167.5,321.2687405793931,0.14840710861121828,1540.0,2504.7,2659.5499999999997,2900.9599999999996,2997.0
neo4j,collection collect all,exec,48.0,7078.3125,6953.5,888.8208817531379,0.12556960175933712,5611.0,8356.400000000001,8768.15,9027.460000000001,9160.0
postgres,collection collect all,exec,50.0,815.56,801.5,102.11381405279191,0.1252069915797635,648.0,953.8,989.6999999999999,1026.61,1032.0
mongo,collection collect all,total,50.0,4669.88,4718.0,650.1191614478322,0.13921538914229747,3399.0,5356.2,5658.599999999999,6154.489999999999,6350.0
neo4j,collection collect all,total,48.0,7138.333333333333,7006.5,892.6925642035993,0.12505616122394575,5662.0,8418.6,8825.699999999999,9103.01,9252.0
postgres,collection collect all,total,48.0,955.375,968.0,105.96137895378313,0.1109107721614896,751.0,1108.2,1143.85,1170.3,1175.0
mongo,connection collect all,build,49.0,1061.061224489796,992.0,148.50622997078625,0.13996009517942234,898.0,1310.4,1343.5999999999997,1372.84,1381.0
neo4j,connection collect all,build,45.0,38.422222222222224,37.0,5.237491110380345,0.13631411218456652,32.0,46.0,48.8,52.56,53.0
postgres,connection collect all,build,47.0,66.91489361702128,65.0,7.070544494235105,0.10566473488999999,57.0,78.0,79.0,81.53999999999999,82.0
mongo,connection collect all,exec,48.0,1971.9791666666667,1990.0,216.62365537349766,0.10985088434766137,1512.0,2262.2000000000003,2357.3,2422.55,2439.0
