query_shape,phase,driver_a,driver_b,median_a,median_b,p_value,cliffs_delta
collection collect 1 filter,exec,mongo,neo4j,2878.5,4724.5,5.134974291612625e-20,-0.6138738738738738
collection collect 1 filter,exec,mongo,postgres,2878.5,731.0,4.8281388351239483e-48,0.9826388888888888
collection collect 1 filter,exec,neo4j,postgres,4724.5,731.0,2.2418580602558344e-49,1.0
collection collect 2 filter,exec,mongo,neo4j,2935.5,3881.0,2.365036683094815e-07,-0.34937062937062935
collection collect 2 filter,exec,mongo,postgres,2935.5,670.0,4.7122230202445827e-42,0.9089485458612976
collection collect 2 filter,exec,neo4j,postgres,3881.0,670.0,2.300191408540451e-49,1.0
collection collect 3 filter,exec,mongo,neo4j,2655.0,3644.0,0.0005219914441431559,-0.23412037037037037
collection collect 3 filter,exec,mongo,postgres,2655.0,665.0,7.00965208053001e-43,0.9312529550827423
collection collect 3 filter,exec,neo4j,postgres,3644.0,665.0,3.1064246202416817e-48,1.0
collection collect all,exec,mongo,neo4j,2494.0,8107.0,1.5116505926126595e-17,-1.0
collection collect all,exec,mongo,postgres,2494.0,804.0,3.2841088034237956e-17,1.0
collection collect all,exec,neo4j,postgres,8107.0,804.0,3.2841088034237956e-17,1.0
connection collect all,exec,mongo,neo4j,1903.5,2195.0,1.730323234273994e-09,-0.7100340136054422
connection collect all,exec,mongo,postgres,1903.5,977.0,1.5343199484811435e-17,1.0
connection collect all,exec,neo4j,postgres,2195.0,977.0,1.0371775012496687e-17,1.0
connection filter near node and edge,exec,mongo,neo4j,41249.0,18571.0,0.008058886056247098,0.1769777777777778
connection filter near node and edge,exec,mongo,postgres,41249.0,5579.0,7.053160913899634e-14,0.5
connection filter near node and edge,exec,neo4j,postgres,18571.0,5579.0,4.553767211003664e-14,0.5038222222222222
connection filter on edge property,exec,mongo,neo4j,47977.5,15458.5,0.015184040027075326,0.16217777777777778
connection filter on edge property,exec,mongo,postgres,47977.5,7431.5,1.4863649264173015e-13,0.4934222222222222
connection filter on edge property,exec,neo4j,postgres,15458.5,7431.5,1.442350743226712e-13,0.4936888888888889
connection filter on far node,exec,mongo,neo4j,39282.5,1346.0,5.812458880820459e-43,0.9238812785388127
connection filter on far node,exec,mongo,postgres,39282.5,518.0,1.0781859811850695e-50,1.0
connection filter on far node,exec,neo4j,postgres,1346.0,518.0,4.962569269439748e-50,1.0
deep schema shallow query 2 hop,exec,mongo,neo4j,4429.0,5000.0,1.6362248318173292e-05,-0.2878222222222222
deep schema shallow query 2 hop,exec,mongo,postgres,4429.0,1903.5,2.4229147491474294e-12,0.468
deep schema shallow query 2 hop,exec,neo4j,postgres,5000.0,1903.5,7.052758744278346e-14,0.5
deep sub collection collect all,exec,mongo,neo4j,1922.5,2534.0,1.9127525141869115e-14,-0.9323671497584541
deep sub collection collect all,exec,mongo,postgres,1922.5,814.0,1.0151610494256324e-16,1.0
deep sub collection collect all,exec,neo4j,postgres,2534.0,814.0,1.504126252943981e-16,1.0
deep sub collection filter every level,exec,mongo,neo4j,11325.5,6643.5,0.004772934365885347,0.1884888888888889
deep sub collection filter every level,exec,mongo,postgres,11325.5,2992.0,7.053339662802476e-14,0.5
deep sub collection filter every level,exec,neo4j,postgres,6643.5,2992.0,7.053429038834538e-14,0.5
deep sub collection leaf filter,exec,mongo,neo4j,16412.5,6913.0,4.453109587472137e-06,0.30648888888888887
deep sub collection leaf filter,exec,mongo,postgres,16412.5,3352.0,7.052848113461373e-14,0.5
deep sub collection leaf filter,exec,neo4j,postgres,6913.0,3352.0,7.053116227332446e-14,0.5
sub collection collect 1 filter,exec,mongo,neo4j,5633.0,5728.0,8.03227456072834e-08,-0.3584
sub collection collect 1 filter,exec,mongo,postgres,5633.0,1975.5,1.0780327368068372e-13,0.4962666666666667
sub collection collect 1 filter,exec,neo4j,postgres,5728.0,1975.5,2.960796266449539e-14,0.5075555555555555
sub collection collect 2 filter,exec,mongo,neo4j,6288.5,5686.0,2.610693797672318e-13,-0.4892170022371365
sub collection collect 2 filter,exec,mongo,postgres,6288.5,2909.0,2.9527044849198857e-13,0.4872888888888889
sub collection collect 2 filter,exec,neo4j,postgres,5686.0,2909.0,5.984637246951832e-14,0.5022818791946309
sub collection collect 2 filter parent 1 filter,exec,mongo,neo4j,3717.0,3607.0,0.940049040683178,-0.005066666666666666
sub collection collect 2 filter parent 1 filter,exec,mongo,postgres,3717.0,1268.5,2.852227756251471e-13,0.4876
sub collection collect 2 filter parent 1 filter,exec,neo4j,postgres,3607.0,1268.5,2.0226805730997466e-29,0.7520888888888889
sub collection collect 2 filter parent 2 filter,exec,mongo,neo4j,4924.5,3827.5,0.8736147440852288,-0.010666666666666666
sub collection collect 2 filter parent 2 filter,exec,mongo,postgres,4924.5,1326.5,5.108196030758153e-11,0.43862222222222225
sub collection collect 2 filter parent 2 filter,exec,neo4j,postgres,3827.5,1326.5,2.6494864973142557e-22,0.6486666666666666
sub collection collect 3 filter,exec,mongo,neo4j,5841.0,11813.0,7.053205600730249e-14,-0.5
sub collection collect 3 filter,exec,mongo,postgres,5841.0,3391.0,2.005173921358889e-13,0.49075555555555556
sub collection collect 3 filter,exec,neo4j,postgres,11813.0,3391.0,5.935077642438108e-14,0.5015111111111111
sub collection collect all,exec,mongo,neo4j,1052.5,3000.5,3.233029628985044e-17,-1.0
sub collection collect all,exec,mongo,postgres,1052.5,697.0,8.423533625694914e-16,0.9642210144927537
sub collection collect all,exec,neo4j,postgres,3000.5,697.0,7.027561343577742e-17,1.0
